,image,name,price,link,color,brand,gender
99,http://clarks.scene7.com/is/image/clarks/26109708_AZ?$prod_list$,Ripway Peak GTX,$119.99,http://www.clarksusa.com/us/mens/mens-boots/mens-winter-boots/mens-gore-tex-boots/ripway-peak-gtx-brown-warm-lined-leather/p/26109708,Brown Warm Lined Leather,Clarks,m
100,http://clarks.scene7.com/is/image/clarks/26119346_AZ?$prod_list$,Brocton Mid,$79.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/brocton-mid-black-leather/p/26119346,Black Leather,Clarks,m
101,http://clarks.scene7.com/is/image/clarks/26119481_AZ?$prod_list$,Frelan Hike,$79.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/frelan-hike-cognac-leather/p/26119481,Cognac Leather,Clarks,m
102,http://clarks.scene7.com/is/image/clarks/26119870_AZ?$prod_list$,Edmen Cap,$99.99,http://www.clarksusa.com/us/mens/mens-boots/mens-dress-boots/edmen-cap-black-leather/p/26119870,Black Leather,Clarks,m
103,http://clarks.scene7.com/is/image/clarks/26122302_AZ?$prod_list$,Pitney Hi,$149.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/pitney-hi-brown-leather/p/26122302,Brown Leather,Clarks,m
104,http://clarks.scene7.com/is/image/clarks/26109710_AZ?$prod_list$,Ripway Peak GTX,$99.99,http://www.clarksusa.com/us/mens/mens-boots/mens-winter-boots/mens-gore-tex-boots/ripway-peak-gtx-black-warm-lined-leather/p/26109710,Black Warm Lined Leather,Clarks,m
105,http://clarks.scene7.com/is/image/clarks/26119642_AZ?$prod_list$,Guard Peak,$109.99,http://www.clarksusa.com/us/mens/mens-boots/mens-casual-boots/guard-peak-tan-leather/p/26119642,Tan Leather,Clarks,m
106,http://clarks.scene7.com/is/image/clarks/26120672_AZ?$prod_list$,Sawtel Hi,$109.99,http://www.clarksusa.com/us/mens/mens-boots/sawtel-hi-brown-leather/p/26120672,Brown Leather,Clarks,m
107,http://clarks.scene7.com/is/image/clarks/26103257_AZ?$prod_list$,Montacute Wing,$109.99,http://www.clarksusa.com/us/mens/mens-view-all/montacute-wing-dark-tan-leather/p/26103257,Dark Tan Leather,Clarks,m
108,http://clarks.scene7.com/is/image/clarks/26113066_AZ?$prod_list$,Ryerson Peak,$69.99,http://www.clarksusa.com/us/mens/mens-view-all/ryerson-peak-black-tumbled-leather-wl/p/26113066,Black Tumbled Leather-WL,Clarks,m
