,image,name,price,link,brand
53,http://image.s5a.com/is/image/saks/0400090669170_247x329.jpg,Velvet Mary Jane Block-Heel Sandals,$358.40,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988932&R=889428395833&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6L,Alexandre Birman
54,http://image.s5a.com/is/image/saks/0400090669206_247x329.jpg,Leather Mary Jane Point-Toe Pumps,$364.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988945&R=889428388217&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6M,Alexandre Birman
55,http://image.s5a.com/is/image/saks/0400090669236_247x329.jpg,Eel Loafer Slides,$333.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988931&R=889428398711&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6N,Alexandre Birman
56,http://image.s5a.com/is/image/saks/0400090669276_247x329.jpg,Eel Loafer Slides,$333.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988956&R=889428398896&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6O,Alexandre Birman
57,http://image.s5a.com/is/image/saks/0400090669309_247x329.jpg,Python Loafer Slides,$364.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988959&R=889428398254&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6P,Alexandre Birman
58,http://image.s5a.com/is/image/saks/0400090669439_247x329.jpg,Leather Block-Heel Booties,$389.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988892&R=889428397387&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6Q,Alexandre Birman
59,http://image.s5a.com/is/image/saks/0400090669475_247x329.jpg,Python & Suede Block-Heel Booties,$557.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988886&R=889428396847&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6R,Alexandre Birman
60,http://image.s5a.com/is/image/saks/0400090669526_247x329.jpg,Suede Mary Jane Flats,$277.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988887&R=889428391286&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6S,Alexandre Birman
61,http://image.s5a.com/is/image/saks/0400090833737_247x329.jpg,Zanny Python Block-Heel Booties,$669.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524447001076&R=889428393778&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6T,Alexandre Birman
62,http://image.s5a.com/is/image/saks/0400090833878_247x329.jpg,Norah Python Loafers,$389.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524447000990&R=889428397868&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6U,Alexandre Birman
63,http://image.s5a.com/is/image/saks/0441941868104_247x329.jpg,Python & Leather Wedge Sandals,$283.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446768438&R=889428218347&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6V,Alexandre Birman
64,http://image.s5a.com/is/image/saks/0400090574532_247x329.jpg,Corin Embroidered Suede Point-Toe Boots,$445.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446984497&R=888445684005&P_name=Alice+%2B+Olivia&N=306622397+1553&bmUID=lAuzB6W,Alice + Olivia
65,http://image.s5a.com/is/image/saks/0400090574611_247x329.jpg,Cade Kilted Metallic Leather Point-Toe Pumps,$210.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446984533&R=888445685040&P_name=Alice+%2B+Olivia&N=306622397+1553&bmUID=lAuzB6X,Alice + Olivia
66,http://image.s5a.com/is/image/saks/0400090574636_247x329.jpg,Cade Kilted Leather Point-Toe Pumps,$210.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446984520&R=888445684883&P_name=Alice+%2B+Olivia&N=306622397+1553&bmUID=lAuzB6Y,Alice + Olivia
67,http://image.s5a.com/is/image/saks/0400090574664_247x329.jpg,Stace Studded Ankle-Strap Sandals,$222.88,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446984522&R=888445685798&P_name=Alice+%2B+Olivia&N=306622397+1553&bmUID=lAuzB6Z,Alice + Olivia
